"","X.1","X","Date","Date_Month","Date_Year","Name_Orig","Survey_ID","Obs","Data","Time","Tide","Notes_Survey","X..dead.inv","X..dead.plant","X.rock.sand","Distance_m","Degrees","Name_Closest","Name_General","Zonation","Site","Exposure","Quad_Type","Ahnfeltiopsis.linearis","Alaria.marginata","Anthopleura.elegantissima","Anthopleura.xanthogrammica","Aplidium.californicum","Aplysilla.glacialis","Archidistoma.ritteri","Balanus.spp.","blue.green.algae","Bornetia.californica","Bossiella.plumosa","Bossiella.schmittii.","Bryopsis.corticulans","bryozoan","Calliarthron.tuberculosum","Callithamnion.pikeanum","Callophyllis.sp_","Chondracanthus.canaliculatus","Chondracanthus.spinosus","Cladophora.columbiana","Cladophora.graminea","Cladophora.sp_","Colpomenia.peregrina","Corallina.vancouveriensis.","Corallina.eatoniana.","Corolla.spectabilis..Pteropod.","Crepipatella.lingulata","crustose.coralline.","Cryptopleura.spp","Cyanobacteria","diatom","Didemnum.carnulentum","Dilsea.californica","Egregia.menziesii","Elasmopus.serricatus","Endocladia.muricata","Erythrophyllum.delesseriodes","Farlowia.mollis","Fredericqia.chiton","Gelidium.spp.","Grateloupia.angusta","Grateloupia.cornea","Halichondria.sp_","Haliclona.spp.","Henricia.leviuscula","Higginsia.sp_","Hildenbrandia.spp.","hydrozoans..brown.","Hymenena.flabelligera","Katharina.tunicata","Lacuna.spp.","Leathesia.spp.","Leptasterias.spp.","Lepidochitona.dentiens","Ligia.sp_","Littorina.keenae.","Littorina.planaxis","Littorina.scutulata","Littorina.sitkana","Lottia.digitalis","Lottia.gigantea","Lottia.scabra","Lottia.pelta","Lottia.sp_","Lottia.strigatella","Maripelta.rotata","Mastocarpus.jardinii","Mastocarpus.papillatus","Mastocarpus.sp_","Mazzaella.affinis","Mazzaella.californica","Mazzaella.flaccida","Mazzaella.parksii","Mazzaella.oregona","Mazzaella.splendens","Microcladia.borealis","Microcladia.coulteri","Mopalia.ciliata","Mopalia.muscosa","Musculus.pygmaeus","Myriogramme.variegata","Mytilus.californianus.","Nemertea..Phylum.worm.","Neogastroclonium.subarticulatum","Neoptilota.hypnoides","Neorhodomela.larix","Nienburgia.sp_","Notoacmea.insessa","Notoacmea.persona","Nucella.canaliculata","Nucella.emarginata","Nucella.sp_","Nuttallina.californica","Odonthalia.floccosa","Ophlitaspongia.pennata","Opuntiella.californica","Osmundea.spectabilis","Pachygrapsus.crassipes","Pagurus.sp_","Petrocelis.phase.","Petrospongium.rugosum","Peyssonnelia.sp_","Phragmatopoma.californica","Phyllochaetopterus.prolifica","Phyllospadix.scouleri","Pisaster.ochraceus","Plocamium.spp.","Pollicipes.polymerus","Polyneura.latissima","Polysiphonia.hendryi","Polysiphonia.pacifica","Polysiphonia.savatieri","Polysiphonia.sp_","Porcellio.americanus","Porphyra.spp.","Porifera.spp.","Prasiola.sp_","Prionitis.lanceolata","Prionitis.sternbergii","Prionitis.sp.","Pterocladiella.caloglossoides","Pterocladia.capillacea","Pugettia.producta","Pugettia.sp_","Rhodymenia.californica","Rhodymenia.pacifica","Rhodymenia.sp_","Scytosiphon.lomentaria","Semibalanus.cariosus","Semibalanus.sp_","Serpula.sp_","Spirorbis.borealis","Strongylocentrotus.droebachiensis","Strongylocentrotus.franciscanus","Strongylocentrotus.purpuratus","Tegula.brunnea","Tegula.funebralis","Tethya.aurantium","Tetraclita.rubescens","Thelepus.crispus","Tonicella.lineata","Trimusculus.reticulatus","tropical.green","tunicate","Ulothrix.flacca","Ulva.spp.","Weeksia.reticulata","YYYY","MM","SEFI_SST_mean","SEFI_SST_anomalies","SEFI_SST_mean.1","SEFI_SST_anom.1","SEFI_SST_mean.2","SEFI_SST_anom.2","SEFI_SST_mean.3","SEFI_SST_anom.3","SEFI_SSS_mean","SEFI_SSS_anomalies","SEFI_SSS_mean.1","SEFI_SSS_anom.1","SEFI_SSS_mean.2","SEFI_SSS_anom.2","SEFI_SSS_mean.3","SEFI_SSS_anom.3","BB_alongshore.winds_mean","BB_alongshore.winds_anomalies","BB_alongshore.winds_mean.1","BB_alongshore.winds_anom.1","BB_alongshore.winds_mean.2","BB.alongshore.winds_anom.2","BB_alongshore.winds_mean.3","BB_alongshore.winds_anom.3","BB_wave.height_means","BB_wave.height_anomalies","BB_wave.height_mean.1","BB_wave.height_anom.1","BB_wave.height_mean.2","BB_wave.height_anom.2","BB_wave.height_mean.3","BB.wave.height_anom.3","chl.a_means","chl.a_anomalies","chl.a_mean.1","chl.a_anom.1","chla.a_mean.2","chl.a_anom.2","chla.a_mean.3","chl.a_anom.3","SLH_means","SLH_anomalies","SLH_mean.1","SLH_anom.1","SLH_mean.2","SLH_anom.2","SLH_mean.3","SLH_anom.3","PDO","PDO.1","PDO.2","PDO.3","SOI","SOI.1","SOI.2","SOI.3","NPGO","NPGO.1","NPGO.2","NPGO.3","BEUTI_37","BEUTI_37.1","BEUTI_37.2","BEUTI_37.3","CUTI_37","CUTI_37.1","CUTI_37.2","CUTI_37.3","air_temp_mean","air_temp_anom","air_temp_mean.1","air_temp_mean.2","air_temp_mean.3"
"58",58,58,"9/5/1994",9,1994,"Q16",29,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q16","Q16","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,22,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"59",59,59,"9/5/1994",9,1994,"Q17",27,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q17","Q17","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,2,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"60",60,60,"9/5/1994",9,1994,"Q18",29,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q18","Q18","Low Arch","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,35,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"61",61,61,"9/5/1994",9,1994,"Q22",26,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q22","Q22","Mussel Flat","Protected","Permanent",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"62",62,62,"9/6/1994",9,1994,"DSLF_HI",25,"XX","y",NA,NA,"y",NA,NA,21,5.57,228,"Q6","DSLF","DSLF","Dead Sea Lion Flat","Unk","Random",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"63",63,63,"9/6/1994",9,1994,"DSLF_MD",34,"XX","y",NA,NA,"y",NA,NA,NA,13.74,82,"Q5","DSLF","DSLF","Dead Sea Lion Flat","Unk","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"64",64,64,"9/6/1994",9,1994,"DSLF_MD",35,"XX","y",NA,NA,"y",NA,NA,NA,4,140,"Q4","DSLF","DSLF","Dead Sea Lion Flat","Unk","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"65",65,65,"9/6/1994",9,1994,"Q4",25,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q4","Q4","Dead Sea Lion Flat","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,39,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"66",66,66,"9/6/1994",9,1994,"Q5",26,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q5","Q5","Dead Sea Lion Flat","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,46,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"67",67,67,"9/6/1994",9,1994,"Q6",26,"XX","y",NA,NA,"y",NA,NA,NA,NA,NA,"","Q6","Q6","Dead Sea Lion Flat","Semi","Permanent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,47,0,1994,9,13.42758621,-0.338648631,12.88709677,-0.311038797,11.65483871,-0.710339716,11.42592593,-0.194187698,33.70413793,0.111086973,33.72115385,0.038673239,33.88032258,0.117163201,34.05652174,0.295044756,-3.042538197,1.292696169,-5.998969658,-0.996131143,-4.045090259,1.296300678,-7.868760157,-0.965035315,1.633193231,-0.102550489,1.811408907,0.206865225,1.888931477,0.14737269,2.055411293,0.023192031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.36,-0.79,0.06,0.46,-3,-2.9,-2.9,-1.5,-1.1048639,-0.85876787,-0.71112965,-0.61160343,1.092666667,4.492741935,3.903096774,16.01803333,0.337333333,0.761387097,0.36583871,1.1511,14.6,1.6,14.1,12.8,12.6
"68",68,68,"11/29/1994",11,1994,"BLOW_HI",34,"XX","y",NA,NA,"y",NA,NA,NA,6.91,154,"Q1","BLOW","BLOW","Blowhole Peninsula","Full","Random",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,0,1994,11,11.82692308,-1.20534899,13.47586207,-0.133584487,13.42758621,-0.338648631,12.88709677,-0.311038797,33.525,0.100545466,33.58851852,0.053340601,33.70413793,0.111086973,33.72115385,0.038673239,-3.492223686,-1.028183941,-4.567715072,-0.69982587,-3.042538197,1.292696169,-5.998969658,-0.996131143,2.722222222,0.341514657,2.152061286,0.137072404,1.633193231,-0.102550489,1.811408907,0.206865225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,-1.32,-1.36,-0.79,-1.2,-2.6,-3,-2.9,-1.6884391,-1.1107256,-1.1048639,-0.85876787,2.0592,2.718806452,1.092666667,4.492741935,0.253466667,0.647516129,0.337333333,0.761387097,11.3,-1.7,14.1,14.6,14.1
"69",69,69,"11/29/1994",11,1994,"BLOW_MD",23,"XX","y",NA,NA,"y",NA,NA,NA,2.2,24,"Q3","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,11,11.82692308,-1.20534899,13.47586207,-0.133584487,13.42758621,-0.338648631,12.88709677,-0.311038797,33.525,0.100545466,33.58851852,0.053340601,33.70413793,0.111086973,33.72115385,0.038673239,-3.492223686,-1.028183941,-4.567715072,-0.69982587,-3.042538197,1.292696169,-5.998969658,-0.996131143,2.722222222,0.341514657,2.152061286,0.137072404,1.633193231,-0.102550489,1.811408907,0.206865225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,-1.32,-1.36,-0.79,-1.2,-2.6,-3,-2.9,-1.6884391,-1.1107256,-1.1048639,-0.85876787,2.0592,2.718806452,1.092666667,4.492741935,0.253466667,0.647516129,0.337333333,0.761387097,11.3,-1.7,14.1,14.6,14.1
"70",70,70,"11/29/1994",11,1994,"BLOW_MD",24,"XX","y",NA,NA,"y",NA,NA,NA,1.57,159,"Q2","BLOW","BLOW","Blowhole Peninsula","Unk","Random",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,1994,11,11.82692308,-1.20534899,13.47586207,-0.133584487,13.42758621,-0.338648631,12.88709677,-0.311038797,33.525,0.100545466,33.58851852,0.053340601,33.70413793,0.111086973,33.72115385,0.038673239,-3.492223686,-1.028183941,-4.567715072,-0.69982587,-3.042538197,1.292696169,-5.998969658,-0.996131143,2.722222222,0.341514657,2.152061286,0.137072404,1.633193231,-0.102550489,1.811408907,0.206865225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,-1.32,-1.36,-0.79,-1.2,-2.6,-3,-2.9,-1.6884391,-1.1107256,-1.1048639,-0.85876787,2.0592,2.718806452,1.092666667,4.492741935,0.253466667,0.647516129,0.337333333,0.761387097,11.3,-1.7,14.1,14.6,14.1
"71",71,71,"11/29/1994",11,1994,"DSLF_HI",24,"XX","y",NA,NA,"y",NA,NA,NA,1.2,80,"Q6","DSLF","DSLF","Dead Sea Lion Flat","Unk","Random",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,0,1994,11,11.82692308,-1.20534899,13.47586207,-0.133584487,13.42758621,-0.338648631,12.88709677,-0.311038797,33.525,0.100545466,33.58851852,0.053340601,33.70413793,0.111086973,33.72115385,0.038673239,-3.492223686,-1.028183941,-4.567715072,-0.69982587,-3.042538197,1.292696169,-5.998969658,-0.996131143,2.722222222,0.341514657,2.152061286,0.137072404,1.633193231,-0.102550489,1.811408907,0.206865225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,-1.32,-1.36,-0.79,-1.2,-2.6,-3,-2.9,-1.6884391,-1.1107256,-1.1048639,-0.85876787,2.0592,2.718806452,1.092666667,4.492741935,0.253466667,0.647516129,0.337333333,0.761387097,11.3,-1.7,14.1,14.6,14.1
